fromNotation;toNotation;type
13418-0;4155346-9;narrow
13418-0;4615995-2;narrow
13418-0;4071797-5;narrow
13418-0;4127477-5;narrow
13418-0;4666126-8;narrow
12720-6;4197691-5;exact
16207-5;4046540-8;exact
11999-6;4193415-5;related
11999-6;4313253-4;related
14792-6;4165303-8;related
13513-6;4036570-0;exact
13513-6;4016320-9;exact
29758-3;4134227-6;exact
11322-2;4019729-3;exact
11322-2;4036229-2;exact
13845-2;4066794-7;exact
18766-1;4116521-4;related
18766-1;4076370-5;related
12217-1;4183182-2;narrow
12217-1;4629575-6;narrow
16188-4;4063696-3;related
12955-0;4117223-1;exact
14599-0;4009875-8;related
14599-0;4406100-6;related
19414-6;4153388-4;related
12932-5;4031874-6;narrow
12932-5;7551755-3;narrow
12932-5;4578149-7;narrow
10675-2;4175596-0;related
10675-2;4244488-3;related
13051-4;4032690-1;exact
13019-0;4057151-8;related
13019-0;4057150-6;related
12088-0;4234495-5;narrow
12088-0;4006197-8;narrow
12088-0;4135248-8;narrow
12088-0;4281885-0;narrow
12088-0;4211498-6;narrow
12088-0;4152742-2;narrow
12088-0;4304266-1;narrow
12088-0;4234497-9;narrow
12088-0;4156961-1;narrow
12088-0;4214958-7;narrow
14279-4;4135605-6;exact
10895-2;4065835-1;exact
10343-6;4079171-3;related
12575-3;4055877-0;exact
14601-4;4009874-6;exact
15798-3;4031883-7;exact
29945-4;4653294-8;exact
10387-0;4032128-9;related
14808-3;4702116-0;related
11866-4;4034359-5;exact
12708-3;4175795-6;narrow
12935-6;4220834-8;exact
19473-4;4077809-5;exact
13412-5;4132034-7;narrow
13412-5;4130936-4;narrow
13412-5;4375071-0;narrow
13412-5;4143024-4;narrow
16606-5;4220810-5;narrow
20967-4;4162079-3;broad
14802-1;4044522-7;exact
14802-1;4388025-3;exact
14802-1;4448603-0;exact
13519-1;4242795-2;exact
15555-1;4032317-1;exact
25974-3;4181937-8;related
15733-3;4020822-9;narrow
15733-3;7573259-2;narrow
15733-3;4015799-4;narrow
15733-3;4186187-5;narrow
15410-6;4040936-3;exact
19601-0;4031630-0;exact
16136-2;4006231-4;exact
18591-3;4179570-2;exact
16299-2;4041279-9;exact
11875-3;4049046-4;related
10763-5;4012671-7;exact
29816-1;4076217-8;exact
12668-3;4180077-1;narrow
15730-2;4382627-1;narrow
19003-6;4141031-2;narrow
19003-6;4141032-4;narrow
18943-5;4123471-6;exact
18667-3;4208404-0;exact
16303-2;4046565-2;exact
15922-0;4026718-0;exact
15922-0;4253185-8;exact
18615-1;4062911-9;exact
19538-2;4265331-9;broad
19761-6;4135020-0;narrow
10348-3;4165756-1;exact
12256-5;4043668-8;exact
11402-4;4160221-3;narrow
19042-3;4166701-3;narrow
19042-3;4125215-9;narrow
19042-3;4115643-2;narrow
19042-3;4213774-3;narrow
19042-3;4265334-4;narrow
19042-3;4073909-0;narrow
14293-3;4509577-2;related
14293-3;4396725-5;related
12957-3;4135837-5;exact
10779-4;4125329-2;related
10779-4;4011986-5;related
10779-4;4130476-7;related
13974-5;4023832-5;exact
12891-0;4072820-1;exact
18937-0;4168116-2;exact
18754-1;4263494-5;narrow
12625-0;4542840-2;narrow
12625-0;4162751-9;narrow
18289-2;4200230-8;narrow
18289-2;4192480-0;narrow
11832-0;4225587-9;narrow
11832-0;4518836-1;narrow
18340-0;4544601-5;narrow
18340-0;4122388-3;narrow
18340-0;4061016-0;narrow
13690-5;4032950-1;related
15869-6;4025207-3;narrow
15993-5;4152243-6;narrow
13574-0;4151498-1;exact
12816-0;4181791-6;exact
16318-3;4055896-4;exact
12427-4;4516039-9;exact
11219-2;4127364-3;exact
11219-2;4122827-3;exact
12689-2;4161794-0;exact
19820-2;4313525-0;related
13360-5;4129429-4;related
12950-3;4050076-7;exact
12950-3;4076737-1;exact
12950-3;4291974-5;exact
14273-2;4541234-0;related
18029-0;1034541803;narrow
18029-0;4208195-6;narrow
18029-0;4310238-4;narrow
18029-0;4327516-3;narrow
18029-0;4390843-3;narrow
18029-0;4200138-9;narrow
19659-4;4452557-6;related
16514-3;4154372-5;exact
29662-2;4127531-7;exact
14337-2;4210198-0;narrow
14337-2;4207424-1;narrow
14337-2;7691836-1;narrow
11658-4;4192837-4;narrow
11658-4;4158970-1;narrow
11658-4;4113805-3;narrow
10913-5;4144010-9;narrow
14900-1;4211521-8;exact
15920-4;4131694-0;exact
15920-4;4018202-2;exact
15920-4;4187051-7;exact
15920-4;4232664-3;exact
19324-0;4159004-1;exact
14549-1;4012824-6;narrow
13724-0;4419581-3;exact
14151-2;4133407-3;exact
14151-2;4133404-8;exact
14151-2;4030108-4;exact
29810-6;7845826-2;exact
12239-5;4121017-7;exact
11203-3;4074122-9;exact
13085-1;4379977-2;narrow
13085-1;4450202-3;narrow
13085-1;4399773-9;narrow
13085-1;7626899-8;narrow
13085-1;4279938-7;narrow
15714-0;4022378-4;exact
15627-2;4002230-4;exact
19385-1;4400279-8;related
14268-2;4169589-6;exact
16212-5;4188149-7;related
16212-5;7541275-5;related
16477-4;4016418-4;exact
13066-5;4128183-4;exact
11825-4;4206575-6;narrow
15399-3;4371915-6;narrow
11586-3;4271666-4;narrow
18122-3;4195006-9;exact
13636-4;4128452-5;exact
13704-6;4250771-6;narrow
13704-6;4115445-9;narrow
13704-6;4113725-5;narrow
15466-0;4348889-4;related
15466-0;4152413-5;related
12174-0;4294834-4;narrow
12174-0;4212193-0;narrow
12174-0;4537304-8;narrow
12174-0;4294835-6;narrow
12174-0;4528658-9;narrow
12174-0;4121536-9;narrow
12174-0;4460545-6;narrow
12174-0;7721343-9;narrow
12174-0;4151356-3;narrow
12174-0;4210363-0;narrow
12174-0;4047290-5;narrow
10179-0;4215762-6;exact
18754-1;4066796-0;broad
14735-4;4349933-8;narrow
14735-4;4124775-9;narrow
14735-4;4126684-5;narrow
14735-4;4409898-4;narrow
10851-1;4226278-1;exact
15699-5;4078951-2;exact
13279-2;4079188-9;narrow
13279-2;4551044-1;narrow
13279-2;4068500-7;narrow
13279-2;4309946-4;narrow
13279-2;4126735-7;narrow
13279-2;4381643-5;narrow
13279-2;4510686-1;narrow
13279-2;4194517-7;narrow
13279-2;7597606-7;narrow
12711-0;4329079-6;exact
19017-2;4320346-2;related
19017-2;4499773-5;related
19017-2;4764568-4;related
10823-6;4139836-1;related
16708-4;4152778-1;narrow
10462-5;4116615-2;related
10462-5;4500153-4;related
10462-5;4186656-3;related
10462-5;4076594-5;related
10462-5;4047610-8;related
13820-4;4126414-9;exact
15731-0;4029466-3;exact
12142-6;4125550-1;narrow
18165-6;4201709-9;exact
14177-5;4226527-7;related
14177-5;4130348-9;related
13402-1;4062714-7;exact
19614-5;4114551-3;exact
19649-0;4003734-4;related
19649-0;4013960-8;related
19453-3;4017396-3;broad
16325-6;4125963-4;exact
14611-1;4123619-1;exact
12022-2;4134883-7;exact
13453-5;4416214-5;exact
18617-4;4201892-4;narrow
18017-0;4214293-3;related
18017-0;4114013-8;related
11774-2;4020903-9;related
12967-0;4128302-8;exact
16078-4;4074580-6;exact
10560-5;4014957-2;exact
13188-5;4120650-2;related
18572-0;4268553-9;exact
10173-5;4123185-5;exact
10382-3;4019902-2;exact
16668-4;4003140-8;narrow
14279-4;4446688-2;related
14279-4;4503503-9;related
12786-4;4418675-7;narrow
12786-4;7589086-0;narrow
12786-4;4418674-5;narrow
12786-4;4234502-9;narrow
12786-4;4114331-0;narrow
12786-4;4471031-8;narrow
12786-4;4175612-5;narrow
12786-4;1062940512;narrow
12786-4;4607970-1;narrow
18968-3;4062062-1;exact
18968-3;4068550-0;exact
18968-3;4001238-4;exact
16650-2;4198112-1;related
16650-2;4130274-6;related
16650-2;4054413-8;related
11261-3;4002623-1;broad
11728-2;4127795-8;exact
18573-5;7847402-4;narrow
18573-5;4411261-0;narrow
18573-5;4065564-7;narrow
14015-3;4055930-0;narrow
14723-4;4048610-2;narrow
14723-4;4144958-7;narrow
10719-1;4133692-6;exact
12978-2;4201307-0;related
12978-2;4758903-6;related
10803-5;4123357-8;exact
10699-2;4128891-9;exact
13446-2;4273548-8;narrow
16709-2;4040222-8;related
16709-2;4125554-9;related
16298-4;4178564-2;narrow
16298-4;4268222-8;narrow
16298-4;4164383-5;narrow
16298-4;4165088-8;narrow
29967-1;4129025-2;exact
10000-1;4224649-0;narrow
10000-1;4318608-7;narrow
29573-1;4401603-7;exact
19112-1;4125835-6;exact
19112-1;4069335-1;exact
12783-3;4074745-1;exact
19129-5;4144679-3;exact
19231-0;4146775-9;exact
10901-5;4367045-3;narrow
12295-2;4177780-3;related
19108-6;4006164-4;exact
19108-6;4193289-4;exact
13173-4;4008415-2;narrow
12570-6;4138224-9;exact
12570-6;4197298-3;exact
13709-3;4691809-7;narrow
12206-6;4154418-3;exact
14068-3;4024076-9;related
11168-0;4031767-5;exact
13221-5;4159478-2;narrow
13221-5;4152693-4;narrow
13221-5;4215187-9;narrow
13221-5;4165453-5;narrow
13221-5;4396726-7;narrow
15258-0;4182963-3;related
12230-2;4124458-8;narrow
12230-2;4123001-2;narrow
12230-2;4261792-3;narrow
12230-2;4117177-9;narrow
12230-2;4112475-3;narrow
12230-2;4233194-8;narrow
12271-2;7688783-2;narrow
12271-2;4671377-3;narrow
12271-2;4517175-0;narrow
10987-4;4199973-3;narrow
10987-4;4200017-8;narrow
10987-4;4132180-7;narrow
10987-4;4136450-8;narrow
10987-4;4001460-5;narrow
15694-1;4125698-0;exact
15694-1;4114333-4;exact
29924-5;4121434-1;broad
19119-1;4158288-3;narrow
10950-6;4135561-1;related
13393-4;4015833-0;narrow
13393-4;4048954-1;narrow
11394-5;4122926-5;exact
13490-6;4124180-0;exact
20881-0;4158145-3;exact
18005-0;4047294-2;exact
14741-2;4134047-4;exact
19601-0;4011450-8;narrow
27721-1;4127441-6;related
10725-6;4163280-1;exact
19805-5;4116523-8;narrow
10298-6;4125376-0;narrow
13329-6;4220414-8;broad
13434-2;4015358-7;exact
14803-6;4137424-1;exact
12644-3;4169080-1;narrow
12644-3;4520709-4;narrow
12303-1;4202295-2;narrow
12303-1;4124110-1;narrow
12303-1;4126619-5;narrow
14537-1;4172664-9;related
27743-5;7550143-0;exact
11708-1;4183220-6;related
11708-1;4181792-8;related
19529-3;4042770-5;narrow
19529-3;4038268-0;narrow
19529-3;4113240-3;narrow
13431-1;4000767-4;exact
10229-4;4000728-5;exact
30002-6;4037624-2;exact
29910-2;4129240-6;exact
13151-0;4277042-7;narrow
13151-0;4251490-3;narrow
13151-0;4464180-1;narrow
10052-3;4172644-3;exact
10286-6;4138341-2;related
12976-6;4160186-5;narrow
12976-6;4377855-0;narrow
12613-0;4077423-5;exact
18195-4;4153342-2;narrow
18195-4;4297519-0;narrow
19691-1;4073644-1;exact
10338-6;4354049-1;narrow
10338-6;4177966-6;narrow
10338-6;4164992-8;narrow
10338-6;4134160-0;narrow
10338-6;4032134-4;narrow
10338-6;4200324-6;narrow
10338-6;4750746-9;narrow
18301-3;4167048-6;related
18301-3;4342414-4;related
11365-5;4484371-9;broad
18592-1;4304383-5;related
18173-0;4212936-9;related
13200-6;4397250-0;narrow
13200-6;4013974-8;narrow
13200-6;4203947-2;narrow
13200-6;4164157-7;narrow
13200-6;4568557-5;narrow
13200-6;4346297-2;narrow
14995-6;4056110-0;exact
12172-4;4112736-5;exact
19145-0;4668930-8;narrow
19145-0;4548113-1;narrow
19145-0;4402944-5;narrow
14109-1;4430785-8;related
28202-6;1058748688;related
15115-1;4155272-6;exact
15115-1;4011123-4;exact
18995-0;4050433-5;narrow
19344-1;4141644-2;broad
14023-4;4127521-4;related
14023-4;4192066-1;related
29994-5;4190937-9;exact
29673-4;4132844-9;broad
15709-0;4120730-0;related
12574-5;4045253-0;exact
18167-2;4190812-0;exact
29083-4;4012006-5;narrow
29083-4;4150384-3;narrow
29083-4;4130396-9;narrow
29083-4;4158539-2;narrow
29083-4;4236472-3;narrow
29083-4;7576834-3;narrow
16274-4;4046515-9;exact
18989-2;4152224-2;narrow
18989-2;4175695-2;narrow
18989-2;4133113-8;narrow
18989-2;4589235-0;narrow
18989-2;4136749-2;narrow
20491-6;4035432-5;narrow
16417-1;4126732-1;narrow
16417-1;4258848-0;narrow
12510-3;4510042-1;narrow
29329-5;4043183-6;exact
16327-2;4170067-3;exact
13109-6;4125471-5;narrow
13109-6;4128058-1;narrow
13109-6;4128935-3;narrow
13109-6;4386662-1;narrow
13109-6;4287901-2;narrow
13109-6;4128020-9;narrow
13109-6;7541481-8;narrow
13109-6;4128056-8;narrow
13109-6;4130177-8;narrow
13109-6;4067792-8;narrow
13109-6;4128019-2;narrow
18074-2;4201713-0;narrow
10787-5;4140510-9;exact
12182-1;7634239-6;narrow
12182-1;4569815-6;narrow
12182-1;4212190-5;narrow
12182-1;4473859-6;narrow
12182-1;4124819-3;narrow
12182-1;4030164-3;narrow
12182-1;7849407-2;narrow
18766-1;4116522-6;exact
18784-6;4155044-4;exact
29736-6;4125897-6;exact
13312-2;4213713-5;exact
13312-2;4190166-6;exact
29720-0;4834482-5;exact
19479-6;4146403-5;related
19479-6;4164128-0;related
18972-5;7569267-3;exact
18972-5;4023796-5;exact
19332-1;4185884-0;narrow
19283-2;4537710-8;exact
11917-6;4183813-0;narrow
11046-0;4029577-1;exact
19256-5;4128445-8;narrow
16361-2;4031900-3;exact
11636-0;4184629-1;related
11636-0;4183193-7;related
29142-0;4120906-0;exact
19407-3;4144905-8;narrow
12914-0;4121387-7;related
12914-0;4213620-9;related
16400-4;4028814-6;narrow
16400-4;4536893-4;narrow
16400-4;4203370-6;narrow
15733-3;4064728-6;related
29461-5;4399758-2;exact
18064-5;4137830-1;exact
18560-0;4153045-7;narrow
18560-0;4241404-0;narrow
18560-0;4180221-4;narrow
11302-1;4124319-5;narrow
11302-1;4035263-8;narrow
11302-1;4306745-1;narrow
11302-1;7664670-1;narrow
11302-1;4020486-8;narrow
11302-1;4126448-4;narrow
11302-1;4300473-8;narrow
11302-1;4145051-6;narrow
11302-1;4173894-9;narrow
11302-1;4577415-8;narrow
11302-1;7631830-8;narrow
11302-1;1030304009;narrow
11302-1;4063975-7;narrow
11302-1;7666984-1;narrow
11302-1;7710778-0;narrow
13716-6;7671962-5;narrow
13716-6;4166219-2;narrow
13716-6;4316431-6;narrow
13716-6;4326197-8;narrow
13716-6;4134688-9;narrow
13716-6;4600908-5;narrow
13716-6;4503312-2;narrow
13716-6;4549077-6;narrow
16042-4;4047304-1;exact
12847-3;4112549-6;exact
10125-2;4163273-4;exact
10125-2;4487889-8;exact
19215-5;4128260-7;exact
10438-2;4162250-9;narrow
10438-2;4136791-1;narrow
10438-2;4138184-1;narrow
10438-2;4563787-8;narrow
10438-2;4328795-5;narrow
10438-2;4175838-9;narrow
10438-2;4162247-9;narrow
11156-0;4033197-0;related
12285-5;4114139-8;narrow
12285-5;4163270-9;narrow
10615-6;4153602-2;broad
10804-3;4210785-4;exact
14060-5;4521866-3;related
14060-5;4499390-0;related
14060-5;4529171-8;related
14060-5;4020934-9;related
14060-5;4121365-8;related
14060-5;4157305-5;related
14060-5;4174011-7;related
14060-5;4842081-5;related
11416-0;4064147-8;related
20018-4;4122230-1;related
10472-2;4059277-7;exact
18924-2;4188478-4;exact
18924-2;4153096-2;exact
18924-2;4033586-0;exact
10037-6;4124477-1;exact
10037-6;4470634-0;exact
14543-6;4129074-4;related
10380-0;4013890-2;exact
29707-6;7620692-0;exact
10076-3;4228435-1;narrow
11708-1;4006066-4;exact
12225-2;4163260-6;related
18061-4;4267482-7;narrow
29557-6;4078603-1;broad
29001-4;4214540-5;exact
29261-6;4121764-0;exact
19483-1;4117283-8;exact
15891-6;4074685-9;exact
10495-4;4015332-0;exact
13142-1;4058567-0;exact
12607-2;4499544-1;narrow
12607-2;4205013-3;narrow
12607-2;4002762-4;narrow
12607-2;4130236-9;narrow
12607-2;4193950-5;narrow
12607-2;4241396-5;narrow
14803-6;4371887-5;related
16250-4;4167145-4;related
10829-1;4279906-5;exact
10829-1;4027451-2;exact
11487-5;4349999-5;narrow
14846-2;4059615-1;exact
13004-6;4323287-5;exact
19226-0;4040100-5;exact
18962-1;4449937-1;related
16504-6;4142231-4;related
16504-6;4057778-8;related
13239-0;1025524187;narrow
13466-3;4189107-7;narrow
13466-3;4617741-3;narrow
29896-5;4214219-2;exact
13434-2;4152839-6;broad
15320-0;4210732-5;related
18953-2;4005940-6;exact
19508-4;4139214-0;related
13935-1;4326750-6;related
12230-2;4133000-6;exact
19504-5;4200649-1;related
12106-3;4121431-6;exact
14173-6;4008186-2;exact
11448-1;4288841-4;related
11448-1;4019893-5;related
15889-0;4041387-1;exact
27423-2;4116568-8;exact
27423-2;1054037531;exact
16306-3;4177409-7;narrow
10272-3;4226732-8;narrow
10272-3;4249328-6;narrow
10272-3;4281842-4;narrow
26773-1;4132038-4;exact
12759-0;4154149-2;exact
16333-0;4130304-0;exact
15685-2;4142447-5;narrow
15685-2;4079355-2;narrow
15685-2;4127252-3;narrow
29443-0;4116418-0;exact
12282-4;4163263-1;related
28202-6;4077606-2;exact
25881-3;4202523-0;exact
18980-6;4247897-2;narrow
29689-3;4130871-2;narrow
10504-1;4495543-1;narrow
10142-2;4377422-2;related
11543-0;4019583-1;exact
12592-3;4468398-4;related
18635-2;4033803-4;exact
16012-6;4124089-3;exact
12121-0;4172763-0;exact
12121-0;4126914-7;exact
13400-5;4296526-3;narrow
13400-5;4603520-5;narrow
13400-5;4002288-2;narrow
18088-5;4222118-3;exact
19563-3;4121057-8;related
11692-4;4112437-6;related
11866-4;4034354-6;related
11866-4;4034353-4;related
11866-4;4034350-9;related
11866-4;7700528-4;related
11484-4;4126007-7;exact
19118-3;4022360-7;exact
19118-3;4023774-6;exact
19118-3;4128692-3;exact
12535-1;4340617-8;related
13987-3;7701096-6;exact
13987-3;7701097-8;exact
13987-3;4139395-8;exact
11369-4;4015428-2;exact
18163-3;4138262-6;related
18001-1;4112634-8;exact
18001-1;4003779-4;exact
18001-1;4195021-5;exact
12640-4;4005988-1;exact
15666-6;4044302-4;exact
29594-0;4125020-5;exact
11724-3;4182666-8;related
13979-2;7628045-7;exact
18390-6;4005614-4;related
14957-0;4168874-0;related
12754-3;4163243-6;narrow
12754-3;4261342-5;narrow
12754-3;4139157-3;narrow
12754-3;4266305-2;narrow
11033-2;4278701-4;narrow
14985-2;4279442-0;related
14737-0;4044652-9;exact
19625-0;4131912-6;narrow
10805-1;4017182-6;broad
15914-6;7612182-3;narrow
12703-6;4206617-7;narrow
12703-6;4413013-2;narrow
12703-6;4179956-2;narrow
12703-6;4154615-5;narrow
12580-3;4159188-4;exact
19134-5;4130078-6;related
15142-5;4276191-8;related
15142-5;4128896-8;related
19673-3;4189719-5;related
29960-1;4121207-1;broad
10229-4;4194789-7;related
12667-5;4208467-2;exact
29567-3;7636359-4;exact
13284-2;4004937-1;exact
12384-3;4228260-3;related
14040-4;4223608-3;exact
14040-4;4123592-7;exact
19687-6;4056630-4;exact
19687-6;7578209-1;exact
11678-5;4151282-0;exact
11678-5;4038416-0;exact
12754-3;4120544-3;exact
16564-2;4077624-4;exact
10806-6;4140009-4;exact
12423-5;4156967-2;exact
29644-4;4568154-5;exact
18897-0;4026879-2;exact
12956-5;4117223-1;related
13527-2;7850055-2;exact
13527-2;4128707-1;exact
13697-5;4117291-7;exact
12487-0;4049628-4;exact
19216-3;4403080-0;exact
19072-1;4424652-3;exact
19072-1;4077850-2;exact
19072-1;4235273-3;exact
19306-2;4203249-0;narrow
18884-2;4145461-3;exact
18884-2;4006658-7;exact
12403-4;4187879-6;exact
20404-6;4012656-0;broad
13367-5;4121856-5;narrow
15894-0;4060958-3;exact
15894-0;4318611-7;exact
12761-6;4151357-5;narrow
12761-6;4335204-2;narrow
12761-6;4242167-6;narrow
12761-6;4388398-9;narrow
12761-6;4561568-8;narrow
12761-6;4120676-9;narrow
15097-5;4501158-8;related
15097-5;4161489-6;related
11914-5;4223616-2;exact
15082-4;4500908-9;narrow
15082-4;4128724-1;narrow
15082-4;4427417-8;narrow
11679-3;7678573-7;narrow
15463-6;4164688-5;narrow
12651-6;4037927-9;exact
12961-5;4017966-7;exact
18261-3;4467528-8;exact
12187-5;4121537-0;narrow
12187-5;4332693-6;narrow
12187-5;4137813-1;narrow
12187-5;4047766-6;narrow
12187-5;4021367-5;narrow
12187-5;4210363-0;narrow
14480-4;4127438-6;related
14480-4;4158805-8;related
18443-4;4170403-4;narrow
19420-4;4165270-8;exact
29890-3;4075372-4;exact
16013-4;4130940-6;narrow
16013-4;4156142-9;narrow
16013-4;4257032-3;narrow
15062-3;4178265-3;narrow
13492-2;4410312-8;narrow
12256-5;4220689-3;narrow
12256-5;4172658-3;narrow
12256-5;4600367-8;narrow
12256-5;4298232-7;narrow
16397-2;4001887-8;narrow
16397-2;4128073-8;narrow
13501-6;4162081-1;exact
19162-0;4032393-6;exact
19311-2;4780246-7;exact
14914-4;4168991-4;related
14914-4;4183702-2;related
13199-0;4129689-8;exact
11822-3;4161603-0;related
11822-3;4255137-7;related
18996-5;4380154-7;narrow
18996-5;4417324-6;narrow
18996-5;4127143-9;narrow
18996-5;4195020-3;narrow
18996-5;4328181-3;narrow
18564-6;4756217-1;exact
18564-6;4756236-5;exact
18564-6;4281336-0;exact
18564-6;1037489721;exact
10555-5;4014948-1;exact
10555-5;4213034-7;exact
10555-5;4198756-1;exact
12913-2;4306874-1;exact
12913-2;4026779-9;exact
12302-3;4072843-2;exact
19113-6;4127582-2;exact
19494-3;4466796-6;exact
18281-4;4024262-6;related
11494-1;4036238-3;related
11494-1;4338275-7;related
11424-1;4130376-3;exact
14032-3;7754943-0;exact
14032-3;4132060-8;exact
15858-4;4140889-5;exact
19759-0;4014516-5;exact
14124-5;4178354-2;narrow
14640-1;4164538-8;exact
13163-0;4507427-6;narrow
10948-0;4288710-0;exact
19512-6;4178676-2;exact
14466-5;4014277-2;exact
14567-6;4065599-4;related
18072-6;4239879-4;exact
18139-0;4243910-3;narrow
18139-0;4121754-8;narrow
18139-0;4342511-2;narrow
18139-0;4113323-7;narrow
18139-0;4202698-2;narrow
18139-0;4037827-5;narrow
18139-0;4131397-5;narrow
29587-4;4559984-1;exact
29587-4;4558628-7;exact
11052-5;4112532-0;narrow
13674-3;4008113-8;exact
12846-5;4065541-6;exact
12846-5;4500382-8;exact
12015-6;4007348-8;exact
16629-0;4451972-2;narrow
16629-0;4332198-7;narrow
10095-6;4190150-2;related
13715-1;4375974-9;exact
19365-0;4123497-2;related
13194-3;4191671-2;exact
13935-1;7628254-5;exact
14180-2;4020286-0;exact
12774-4;4274208-0;related
12774-4;4200055-5;related
16603-4;4026828-7;exact
19748-5;4000464-8;exact
10263-4;4339488-7;exact
10263-4;4240917-2;exact
29997-6;4165669-6;narrow
29997-6;4059462-2;narrow
29997-6;4025300-4;narrow
29997-6;4023214-1;narrow
29923-0;4820176-5;exact
13985-0;4121908-9;exact
13985-0;4127560-3;exact
13985-0;7634569-5;exact
10338-6;4114270-6;related
10338-6;4200325-8;related
11200-2;4028866-3;exact
24706-5;4146278-6;related
13165-3;4191058-8;narrow
13165-3;4178624-5;narrow
13165-3;4478037-0;narrow
13165-3;4134113-2;narrow
13165-3;4516896-9;narrow
12927-5;4466880-6;exact
18538-0;4130823-2;narrow
18538-0;4153389-6;narrow
10148-4;4121942-9;narrow
19218-6;4214278-7;exact
11564-6;4513269-0;narrow
11564-6;4163808-6;narrow
